x00;x01;x11;x12;y;f_calls
0,225594; -0,058064; 0,774422; 0,000529758;0,619849;94
0,750799; -0,00737773; 0,774237; 0,000434774;0,61985;56
-0,648216; 0,78642; 0,000221027; 0,774701;0,619839;103
-0,99687; 0,389082; -0,774213; 0,773848;1,23971;115
-0,543258; 0,81672; -0,000288988; 0,773751;0,619869;92
-0,500563; 0,409213; -0,000563419; 0,774448;0,61985;96
-0,706562; 0,188551; -0,774921; 0,774488;1,23968;103
-0,446873; 0,159797; 0,000392905; -0,000359529;9,03166e-06;126
0,673161; -0,670865; -0,000667262; 0,774448;0,619854;110
0,439317; -0,966383; 0,775254; -0,774977;1,23969;113
0,939149; 0,769316; 0,775086; 0,775175;1,23969;116
-0,913686; -0,392321; 0,000376757; 0,000256801;6,61982e-06;129
0,216931; -0,715471; 0,775524; -0,774065;1,23971;74
0,814935; 0,722296; 0,773919; 0,77503;1,2397;93
-0,425065; 0,862705; 0,000715834; 0,774815;0,619854;114
0,790423; -0,411559; 0,774798; 0,000550255;0,619847;116
-0,893503; -0,0660821; -0,774363; 0,000324112;0,619844;86
0,592818; 0,0917363; -0,000931975; -6,05716e-05;2,77744e-05;94
0,864447; -0,840056; 0,774603; -0,775603;1,2397;94
-0,601855; 0,964472; -0,000292306; 0,775019;0,619843;126
-0,793778; 0,0542576; -0,774247; -0,000429939;0,61985;86
0,11391; -0,200459; 0,000629084; -0,774678;0,61985;94
0,3864; 0,0515834; 0,775072; 0,000802188;0,619862;105
-0,697134; 0,285562; -0,775259; 0,773843;1,23971;96
-0,694777; 0,0683946; -0,774855; 3,51791e-05;0,619838;94
0,124088; 0,454536; -0,000911749; 0,774849;0,619864;86
-0,593544; -0,216914; 0,000205925; -0,775508;0,619858;94
-0,930018; 0,926451; -0,773768; 0,774107;1,23971;83
-0,917862; -0,553012; 0,000106703; -0,000277804;2,81998e-06;137
0,230376; -0,597211; 0,775298; 0,000445436;0,619854;102
0,981046; 0,194483; 0,774015; 0,774561;1,23969;112
-0,433862; -0,330369; -0,000268356; -0,000290887;4,98749e-06;113
0,422515; -0,924776; 0,774077; -0,000948358;0,619879;138
0,570361; -0,58991; 4,8146e-05; -6,59026e-05;2,12109e-07;103
-0,0369684; -0,564554; 0,00014102; -0,000100799;9,56778e-07;103
0,5015; -0,294849; -0,00045353; 0,775464;0,619861;92
-0,612604; -0,784933; 0,00067753; -0,775167;0,619858;94
-0,106964; 0,0410423; 0,000457414; 2,66589e-05;6,68496e-06;103
0,487845; 0,49136; 0,774954; 0,774563;1,23968;101
-0,658339; -0,290451; 0,775255; 0,774002;1,2397;98
-0,862011; -0,511761; -0,77412; -4,23061e-05;0,619848;116
0,108703; 0,819623; -0,000672485; 0,774702;0,619852;95
-0,901775; -0,264453; 0,000568978; 0,774609;0,619848;136
-0,41243; 0,096335; -0,000320279; 0,000631867;1,59796e-05;104
-0,969315; 0,710051; -0,774003; 0,774504;1,23969;95
0,893083; -0,681183; 0,773942; -0,774933;1,23969;86
0,231837; -0,187098; 0,774806; -0,774988;1,23968;113
0,947419; 0,41391; 0,775544; 0,775238;1,2397;94
-0,59323; 0,535487; 0,000520012; 0,000331173;1,2103e-05;93
0,0599376; -0,0437648; -0,000609309; -0,000796037;3,19995e-05;85
-0,551797; 0,74853; 0,000937436; 0,773921;0,619885;103
-0,784144; 0,454622; -0,774378; 0,774935;1,23968;106
-0,55968; -0,737605; 0,000866658; -0,774715;0,619861;93
-0,918369; -0,425275; -0,000400411; 0,000506031;1,32591e-05;117
-0,996492; -0,656054; -0,773836; 0,000195611;0,619863;82
0,139794; -0,712451; -0,000830534; -0,774951;0,619861;77
0,829644; 0,609027; 0,774956; -0,000348045;0,619843;97
-0,503268; 0,7425; 0,000638275; 0,77375;0,619879;76
-0,0790502; 0,0216186; -0,000925168; 0,000134202;2,78285e-05;95
-0,818318; 0,194758; -0,77535; 0,774836;1,23969;103
0,0175359; -0,560614; -4,22054e-05; -6,66379e-05;1,98121e-07;85
-0,232323; -0,767731; -0,775292; -0,775543;1,23971;96
-0,0931626; -0,0472024; 0,000587395; -0,00032735;1,43989e-05;76
0,517093; -0,745842; -0,000485612; -0,775139;0,61985;85
0,753909; -0,411278; 0,775394; 0,00083182;0,619874;113
0,151589; 0,347251; -0,000754258; 0,774985;0,619858;124
0,113002; 0,530572; -0,000279227; -0,00067784;1,71133e-05;87
-0,353766; 0,51202; -0,000250446; 0,000301605;4,89384e-06;114
0,312484; 0,339789; 0,775375; 0,775336;1,2397;104
-0,763529; 0,76674; -0,775247; 0,774552;1,23968;65
-0,250895; 0,924069; 0,774495; 0,775632;1,2397;112
-0,893507; -0,110748; -0,774366; 0,000579869;0,619852;75
0,716641; -0,0741101; 0,775235; 0,000108632;0,619846;84
0,802196; -0,0141774; 0,774852; -0,000505535;0,619846;77
-0,295728; -0,949539; 0,774584; -0,773758;1,2397;109
-0,593454; -0,706628; 0,000296185; -0,774987;0,619842;104
0,405365; 0,739379; 0,774505; 0,774535;1,23968;115
0,0770718; -0,436469; 0,000899934; -0,000921668;5,28378e-05;84
-0,0858288; -0,867067; 0,000108683; -0,77527;0,619847;94
0,462184; 0,902448; 0,774684; 0,775495;1,23969;96
0,654503; -0,0209234; 0,774034; 0,000170319;0,619853;89
-0,886647; 0,175083; -0,000709917; -0,774135;0,619864;80
0,0480807; -0,486465; 0,000619729; 0,000448688;1,86401e-05;96
0,800752; -0,8204; -0,000810429; 0,000498013;2,88114e-05;119
0,850577; 0,905516; -0,000204453; 0,000242884;3,20953e-06;79
-0,383847; -0,721915; 0,774552; -0,774649;1,23968;120
0,0513522; -0,721709; 0,000375603; -0,774443;0,619844;79
-0,586429; 0,904259; 0,000680598; 0,000742996;3,23282e-05;107
-0,382807; -0,361784; 0,775592; 0,000325119;0,619865;126
0,401087; 0,925273; 0,000305551; 0,000664057;1,70145e-05;109
0,281067; -0,853354; 0,775013; -0,000814483;0,619861;113
0,821573; -0,435944; 0,000674132; 0,775188;0,619859;117
0,975322; 0,585893; -0,000263856; 0,000540948;1,15347e-05;136
-0,325356; -0,171029; -0,000160691; 0,774675;0,619838;128
0,300394; -0,20946; -0,000192365; 0,774915;0,61984;136
-0,720401; 0,161782; -0,774893; -0,775132;1,23968;109
-0,183676; -0,865394; 0,774332; -0,000550201;0,619851;109
0,843513; 0,970311; -0,000236773; -1,36495e-06;1,7852e-06;78
-0,00982403; -0,691693; 0,000722841; -0,77431;0,619859;111
-0,71341; 0,79872; -0,774933; 0,000672898;0,619853;109
-0,689089; -0,563105; -0,775222; -0,000605096;0,619857;88
-0,349178; 0,00327744; 0,000626887; -0,000238188;1,43202e-05;254
0,797798; -0,195058; -0,000249002; 0,775255;0,619848;98
0,976245; 0,130498; 0,000658933; 0,000419886;1,94397e-05;127
0,188865; -0,102895; -0,774416; 0,000816001;0,619861;108
0,5733; 0,659102; 0,000253383; 0,775117;0,619844;89
0,454567; -0,438532; 0,774489; 0,774358;1,23968;116
0,607535; 0,132194; -0,000668242; 0,000358196;1,83047e-05;128
0,987697; 0,151635; -0,000193132; -0,774732;0,619838;88
-0,0392457; -0,636288; -0,000573842; 0,775235;0,619856;125
-0,0755291; -0,13056; 5,68858e-05; -0,000481801;7,4947e-06;115
0,169325; -0,112955; -0,77462; -0,000455171;0,619844;110
0,875181; -0,148579; -0,000209729; 0,000834999;2,36019e-05;130
-0,881255; -0,17794; -0,000590661; 0,774794;0,619848;150
0,371623; -0,85602; 0,000724345; 3,46556e-05;1,67452e-05;127
-0,801334; -0,246364; 0,000228291; 0,774925;0,61984;434
-0,96838; -0,697746; 0,000174626; -0,77509;0,619843;118
0,749314; 0,492373; 0,773924; 0,775381;1,23971;111
-0,920281; 0,16183; 0,00081299; -0,775085;0,619862;97
-0,172086; 0,54094; 0,775375; -0,000466388;0,619858;137
0,327234; 0,672634; 0,000281204; 0,774588;0,61984;105
0,567645; -0,472763; -0,000128881; 8,85975e-05;7,78859e-07;107
-0,793022; 0,758237; -0,00024891; 0,000620192;1,42206e-05;107
-0,774396; 0,249245; 0,000799378; -0,775559;0,61988;467
-0,834233; 0,321857; 0,000728161; 0,000177096;1,78821e-05;135
0,0910246; -0,519461; -0,000381643; 0,0008516;2,77308e-05;99
0,279409; 0,724839; 0,775112; 0,774058;1,23969;106
0,312376; -0,937598; -0,000514989; -0,000683448;2,33187e-05;136
-0,235456; -0,935037; 0,775286; 0,000119725;0,619848;306
-0,642718; 0,145038; 0,774079; -0,00086036;0,619873;134
-0,823579; 0,0241406; 0,000834911; -0,000468727;2,91925e-05;119
0,243611; -0,17866; -0,774162; 0,774074;1,2397;754
0,816629; 0,431367; -0,000753797; 0,000703151;3,38368e-05;127
-0,907456; 0,333118; -0,000425225; -0,000866332;2,96564e-05;107
0,527639; 0,437258; 0,775491; -0,000436844;0,619862;108
-0,452575; 0,0586275; -0,00081673; 0,000619708;3,34691e-05;88
-0,609988; -0,588334; -2,69043e-05; 0,000533109;9,07285e-06;124
0,82556; -0,00472929; -0,000612313; 0,00054415;2,13671e-05;119
0,986876; -0,434081; 0,000742771; 0,775294;0,619865;118
0,726503; -0,181981; 0,773964; 0,774269;1,2397;90
0,27052; 0,801919; 0,775012; 0,000356086;0,619844;126
0,976584; -0,344859; -0,000760175; -0,000327881;2,18239e-05;107
0,321392; 0,994742; -0,000287926; -0,000180108;3,67272e-06;124
-0,272473; 0,33336; -1,19059e-05; -0,000624057;1,24054e-05;125
0,729758; -0,221748; 0,775461; 0,774931;1,23969;109
0,533143; -0,972061; 0,000525803; 8,82699e-06;8,80594e-06;107
0,179252; -0,927315; -0,775241; 0,000809876;0,619867;90
0,635243; 0,854786; 0,000672366; 0,000489416;2,20224e-05;118
0,440663; 0,678676; -0,000547546; 0,775356;0,61986;117
0,96083; -0,10585; -0,000693701; -0,000381695;1,99624e-05;99
-0,740552; 0,604965; -0,773951; 0,000277872;0,619858;120
0,776256; 0,915302; -0,000697222; -0,000518057;2,40252e-05;108
-0,227668; 0,53106; 0,774285; 0,000200669;0,619844;301
-0,790561; 0,715132; 0,000454999; 0,774898;0,619845;79
-0,598052; 0,308407; -0,000396166; 0,000789943;2,48676e-05;123
-0,0593001; 0,164944; 0,000465551; -0,775485;0,619863;109
-0,232303; -0,436987; 0,774923; 0,774146;1,23969;174
0,229228; 0,690777; -0,774483; 0,775152;1,23968;110
0,133501; -0,0237878; -9,28329e-05; 0,000821609;2,17693e-05;99
0,839052; 0,365182; 0,000575036; -0,000443002;1,67783e-05;118
-0,58088; -0,787347; -0,000801535; 0,000152778;2,12007e-05;117
-0,623278; 0,738719; 0,774182; 0,773875;1,23971;104
0,844297; -0,62673; 0,000547499; 0,774247;0,619854;106
-0,479448; -0,0975121; 0,000434692; -0,000832401;2,80802e-05;98
0,0941142; -0,953659; -0,000807713; 0,000832776;4,28572e-05;120
-0,68133; -0,518684; -0,774494; -0,000129438;0,619839;117
-0,668082; 0,72362; -0,775309; 0,774596;1,23969;89
-0,0685743; 0,664596; -1,96007e-05; 0,775338;0,619849;89
0,274666; -0,969766; 0,773885; 0,000546697;0,619868;105
-0,354079; -0,454531; -0,000758268; 0,000741974;3,58385e-05;117
0,279376; 0,713337; 0,775079; 0,77486;1,23968;125
0,137488; -0,89261; 0,000378678; 0,000358434;8,65708e-06;111
-0,808507; -0,675125; 8,70559e-05; -0,77532;0,619849;99
0,453437; 0,482683; 0,775116; 0,77448;1,23968;116
-0,551989; 0,523287; -3,60605e-05; 0,774654;0,619837;119
0,969976; -0,263518; -0,000336281; 0,000154153;4,35757e-06;128
-0,207249; -0,203564; 0,775368; 0,775537;1,23971;106
0,884148; 0,0855431; -3,15643e-05; -0,000589713;1,11053e-05;99
-0,475152; 0,951659; -0,000542554; 0,000682538;2,42074e-05;109
-0,104109; 0,859441; -0,000398557; -0,000129793;5,59453e-06;109
